Site,Sitename,Cell,System,Status,Type,PCI_SC_BCCH_PN,BSIC,LON,LAT,Az,Ant_HBW,Ant_type,MDT,EDT,Ht,Obj_Size,Comment
3141,Ivanhoe -V,13366,3G,On-Air,Non-IBS,261,0,145.202,-37.9495,320,65,742215,0,4,21,150,
3143,Mordialloc -V,13384,3G,On-Air,Non-IBS,52,0,145.085,-38.0074,50,65,742215,0,2,25.5,150,
3143,Mordialloc -V,13385,3G,On-Air,Non-IBS,53,0,145.085,-38.0074,140,65,742215,0,2,25.5,150,
3143,Mordialloc -V,13386,3G,On-Air,Non-IBS,54,0,145.085,-38.0074,330,65,742215,0,2,25.5,150,
3144,Ashwood -V,13394,3G,On-Air,Non-IBS,67,0,145.092,-37.8671,10,65,742215,0,2,10,150,
3144,Ashwood -V,13395,3G,On-Air,Non-IBS,68,0,145.092,-37.8671,110,65,742215,0,4,10,150,
3144,Ashwood -V,13396,3G,On-Air,Non-IBS,69,0,145.092,-37.8671,240,65,742215,0,4,10,150,
3145,Ashburton -V,13404,3G,On-Air,Non-IBS,208,0,145.08,-37.8654,50,65,742215,0,4,18.85,150,
3145,Ashburton -V,13405,3G,On-Air,Non-IBS,209,0,145.08,-37.8654,170,65,742215,0,4,18.85,150,
3145,Ashburton -V,13406,3G,On-Air,Non-IBS,210,0,145.08,-37.8654,300,65,742215,0,4,18.85,150,
3148,Clarinda -V,13434,3G,On-Air,Non-IBS,124,0,145.096,-37.935,20,65,742215,0,4,24,150,
3148,Clarinda -V,13435,3G,On-Air,Non-IBS,125,0,145.096,-37.935,140,65,742215,0,4,24,150,
3148,Clarinda -V,13436,3G,On-Air,Non-IBS,126,0,145.096,-37.935,260,65,742215,0,2,24,150,
3155,Heidelberg -O,13504,3G,On-Air,Non-IBS,142,0,145.042,-37.7505,0,65,742215,0,4,19.5,150,
3155,Heidelberg -O,13505,3G,On-Air,Non-IBS,143,0,145.042,-37.7505,120,65,742215,0,4,19.5,150,
3155,Heidelberg -O,13506,3G,On-Air,Non-IBS,144,0,145.042,-37.7505,240,65,742215,0,4,19.5,150,
3159,Braybrook -O,13544,3G,On-Air,Non-IBS,403,0,144.849,-37.7759,0,65,742215,0,4,19.5,150,
3159,Braybrook -O,13545,3G,On-Air,Non-IBS,404,0,144.849,-37.7759,130,65,742215,0,4,19.5,150,
3159,Braybrook -O,13546,3G,On-Air,Non-IBS,405,0,144.849,-37.7759,240,65,742215,0,4,19.5,150,
3160,Fawkner -O,13554,3G,On-Air,Non-IBS,238,0,144.968,-37.6911,0,65,742215,0,4,25.5,150,
3160,Fawkner -O,13555,3G,On-Air,Non-IBS,239,0,144.968,-37.6911,140,65,742215,0,4,25.5,150,
3160,Fawkner -O,13556,3G,On-Air,Non-IBS,240,0,144.968,-37.6911,240,65,742215,0,4,25.5,150,
3163,Laverton -O,13584,3G,On-Air,Non-IBS,19,0,144.786,-37.8428,0,65,742215,0,4,20,150,
3163,Laverton -O,13585,3G,On-Air,Non-IBS,20,0,144.786,-37.8428,110,65,742215,0,2,20,150,
3163,Laverton -O,13586,3G,On-Air,Non-IBS,21,0,144.786,-37.8428,240,65,742215,0,4,20,150,
3164,Keilor -O,13594,3G,On-Air,Non-IBS,391,0,144.854,-37.7322,0,65,742215,0,2,20.5,150,
3164,Keilor -O,13595,3G,On-Air,Non-IBS,392,0,144.854,-37.7322,120,65,742215,0,2,20.5,150,
3164,Keilor -O,13596,3G,On-Air,Non-IBS,393,0,144.854,-37.7322,230,65,742215,0,4,20.5,150,
3165,East Burwood -O,13604,3G,On-Air,Non-IBS,298,0,145.162,-37.8597,0,65,742215,0,6,36.5,150,
3165,East Burwood -O,13605,3G,On-Air,Non-IBS,299,0,145.162,-37.8597,120,65,742215,0,6,35.5,150,
3165,East Burwood -O,13606,3G,On-Air,Non-IBS,300,0,145.162,-37.8597,240,65,742215,0,6,36.5,150,
3166,Dandenong -O,13614,3G,On-Air,Non-IBS,157,0,145.2,-37.9893,0,65,742215,0,4,30,150,
3166,Dandenong -O,13615,3G,On-Air,Non-IBS,158,0,145.2,-37.9893,120,65,742215,0,4,30,150,
3166,Dandenong -O,13616,3G,On-Air,Non-IBS,159,0,145.2,-37.9893,240,65,742215,0,4,30,150,
3167,Thomastown -O,13624,3G,On-Air,Non-IBS,379,0,145.029,-37.6923,0,65,742215,0,4,31.5,150,
3167,Thomastown -O,13625,3G,On-Air,Non-IBS,380,0,145.029,-37.6923,120,65,742215,0,4,31.5,150,
3167,Thomastown -O,13626,3G,On-Air,Non-IBS,381,0,145.029,-37.6923,220,65,742215,0,4,31.5,150,
3170,Doncaster -O,13654,3G,On-Air,Non-IBS,337,0,145.132,-37.7882,0,65,742215,0,4,20.5,150,
3170,Doncaster -O,13655,3G,On-Air,Non-IBS,338,0,145.132,-37.7882,120,65,742215,0,2,20.5,150,
3170,Doncaster -O,13656,3G,On-Air,Non-IBS,339,0,145.132,-37.7882,220,65,742215,0,4,20.5,150,
3178,Mt Waverley -O,13734,3G,On-Air,Non-IBS,100,0,145.142,-37.8935,40,65,742215,0,3,25,150,
3178,Mt Waverley -O,13735,3G,On-Air,Non-IBS,101,0,145.142,-37.8935,120,65,742215,0,2,25,150,
3178,Mt Waverley -O,13736,3G,On-Air,Non-IBS,102,0,145.142,-37.8935,250,65,742215,0,3,25,150,
3179,Syndal -O,13744,3G,On-Air,Non-IBS,97,0,145.137,-37.875,90,65,742215,0,4,24,150,
3179,Syndal -O,13745,3G,On-Air,Non-IBS,98,0,145.137,-37.875,190,65,742215,0,4,24,150,
3179,Syndal -O,13746,3G,On-Air,Non-IBS,99,0,145.137,-37.875,350,65,742215,0,4,24,150,
3180,Oak Park -O,13754,3G,On-Air,Non-IBS,70,0,144.926,-37.7223,10,65,742215,0,4,20.5,150,
3180,Oak Park -O,13755,3G,On-Air,Non-IBS,71,0,144.926,-37.7223,150,65,742215,0,4,20.5,150,
3180,Oak Park -O,13756,3G,On-Air,Non-IBS,72,0,144.926,-37.7223,260,65,742215,0,4,20.5,150,
3181,Springvale South -O,13764,3G,On-Air,Non-IBS,133,0,145.149,-37.9488,40,65,742215,0,4,25.5,150,
3181,Springvale South -O,13765,3G,On-Air,Non-IBS,134,0,145.149,-37.9488,170,65,742215,0,4,25.5,150,
3181,Springvale South -O,13766,3G,On-Air,Non-IBS,135,0,145.149,-37.9488,290,65,742215,0,4,25.5,150,
3185,Dandenong North -O,13804,3G,On-Air,Non-IBS,247,0,145.217,-37.9766,70,65,742215,0,4,34.67,150,
3185,Dandenong North -O,13805,3G,On-Air,Non-IBS,248,0,145.217,-37.9766,170,65,742215,0,4,34.67,150,
3185,Dandenong North -O,13806,3G,On-Air,Non-IBS,249,0,145.217,-37.9766,310,65,742215,0,4,34.67,150,
